,Title,Author,Issue,Type ,Description,Date
1793,Law Library Services to Rural Lawyers: The Saskatchewan Approach,"MacEllven, Douglass T.",Issue 3,article,,1980
1794,Legal Futurology: The Field and Its Literature,"Funk, David A.",Issue 3,article,,1980
1795,A Subject Index for Canadian Federal Statutes--A Proposal Based on the New Index to the U.S. Code of Federal Regulations,"Fraser, Joan",Issue 3,article,,1980
1796,"Michigan Practice Materials: A Selective, Annotated Bibliography","Johnson, Bruce S.",Issue 3,article,,1980
1797,Proposed Model for a Reference Internship in a Law School Library,"Parker, Marian F.",Issue 3,article,,1980
1798,"Changes and Challenges: Law School, the New Legal Education and the Law Library","Giblin, Robert",Issue 3,article,,1980
1799,Copyright and the Library Reserve Room,"Snyder, Fritz",Issue 3,article,,1980
1800,Survey of Technical Services Practices at Fifty Large Law School Libraries,"Hahn, Ermina",Issue 3,comments,Comments,1980
1801,A Capsule Description of User Services in Fifty Large Law School Libraries,"Axel-Lute, Paul",Issue 3,article,,1980
1802,Legal Services Law Librarianship--An Investigation of Salary and Benefits in a Pioneer Field ,"Garcia, Lana Caswell",Issue 3,article,,1980
1803,Anecdotes Revisited,"Bander, Ed",Issue 3,comments,Comments,1980
1804,Federal Economic Regulation through Wage and Price Control Programs: 1917-1980 A Selected Bibliography,"Reams, Bernard D. Jr.",Issue 1,article,,1981
1805,Products Liability Bibliography - a Comprehensive Subject Categorization of Law Journal Articles from January 1975 through August 1980,"Vetri, Dominick",Issue 1,index,,1981
1806,Products Liability Bibliography - a Comprehensive Subject Categorization of Law Journal Articles from January 1975 through August 1980,"Hoffer, Shirley Ann",Issue 1,index,,1981
1807,Major Publications of the United Nations Office of Legal Affairs,"Kleckner, Simone-Marie",Issue 1,article,,1981
1808,An Annotated Bibliography of Texas Practice Materials,"Gruben, Karl T.",Issue 1,article,,1981
1809,An Annotated Bibliography of Texas Practice Materials,"Philipp, Linda",Issue 1,article,,1981
1810,Speak Memory: Microcomputers in Law Library Automation,"Royle, Mary Anne",Issue 1,article,,1981
1811,Legal Banter,"Bander, Edward J.",Issue 1,comments,,1981
1812,The Freedom of Information Act of 1966: A Legislative History Analysis,"Smith, Jim",Issue 2,article,,1981
1813,California Current State Practice Materials: An Annotated Bibliography,"Ochal, Bethany J.",Issue 2,article,,1981
1814,The Francis Hopkinson Law Reports,"Ritz, Wilfred J.",Issue 2,article,,1981
1815,Federal Documents 1980,"Schoenberg, Jill",Issue 2,article,,1981
1816,Word/Data Processing Applications for the Law Library,"Ryoo, Heija B.",Issue 2,article,,1981
1817,Vertical Files and Shelflists,"Hoover, Kathryn M.",Issue 2,article,,1981
1818,Organizing and Accessing a Special Collection,"Cohen, Linda",Issue 2,comments,,1981
1819,Statistical Survey 1980 of Law School Libraries and Librarians,"Thomas, David A.",Issue 2,misc,,1981
1820,Private Law Libraries Special Interest Section 1980 Salary Survey,"Shediac, Margaret",Issue 2,misc,,1981
1821,Survey of Court Law Libraries,"Gonzalez, Silvia A.",Issue 2,misc,,1981
1822,Legal Banter from Bander,"Bander, Ed",Issue 2,comments,,1981
1823,Tenure for the Law Library Director: Bane or Blessing,"Ogden, Alan W.",Issue 3,article,,1981
1824,Authorship Characteristics in Law Library Journal: A Comparative Study,"Adamson, Martha C.",Issue 3,article,,1981
1825,Authorship Characteristics in Law Library Journal: A Comparative Study,"Zamora, Gloria J.",Issue 3,article,,1981
1826,Teaching Legal Reasoning in Law School: The University of Richmond Experience,"Swisher, Peter Nash",Issue 3,article,,1981
1827,Checklist of Legal Newspapers in the United States,"Ashmore, Anne",Issue 3,index,,1981
1828,Regulating Rehabilitation,"Carrick, Kathleen",Issue 3,article,,1981
1829,Innovations in Legal Bibliography Instruction,"Carlson, Rhonda",Issue 3,comments,,1981
1830,Innovations in Legal Bibliography Instruction,"Calvert, Lois",Issue 3,comments,,1981
1831,Innovations in Legal Bibliography Instruction,"McConkey, Joan",Issue 3,comments,,1981
1832,Library of Congress Classification System for German Law: A New Approach,"Goldberg, Jolande E.",Issue 3,comments,,1981
1833,Classification of Roman Law: Problems and a Suggested Classification Scheme,"Wajenberg, Arnold",Issue 3,article,,1981
1834,Classification of Roman Law: Problems and a Suggested Classification Scheme,"Gorecki, Danuta",Issue 3,article,,1981
1835,Integrating New Technology: Some Architectural Solutions,"Cochran, J. Wesley",Issue 3,article,,1981
1836,Legal Banter,"Bander, Edward J.",Issue 3,comments,,1981
1837,Letter from the Editor,"Dyer, Charles R.",Issue 1,notes,Note,1982
1838,Anglo-American Legal Citation: Historical Development and Library Implications,"Cooper, Byron D.",Issue 1,article,,1982
1839,Current Research Sources in French Law,"Germain, Claire M.",Issue 1,article,,1982
1840,American Researcher's Guide to European Communities Law and Legal Literature,"Kearley, Timothy",Issue 1,article,,1982
1841,Research in Securities Regulation: Access to the Sources of the Law,"Sargent, Mark A.",Issue 1,article,,1982
1842,Research in Securities Regulation: Access to the Sources of the Law,"Greenberg, Emily R.",Issue 1,article,,1982
1843,Subject Compilations of State Laws: Research Guide and Annotated Bibliography Update,"Nyberg, Cheryl",Issue 1,comments,Comments,1982
1844,Subject Compilations of State Laws: Research Guide and Annotated Bibliography Update,"Boast, Carol",Issue 1,comments,Comments,1982
1845,Effective Book Cost Analysis and Reflections on the American Bar Association Standards,"Schultz, Jon S.",Issue 1,article,,1982
1846,Legal Citation Form: Theory and Practice,"Axel-Lute, Paul",Issue 1,article,,1982
1847,Cancellation of Serials in Budget Crisis: The Technical Problems,"Fessenden, Ann T.",Issue 1,article,,1982
1848,Accelerated Legal Research at U. S. C. Law Center,"Brecht, Albert",Issue 1,article,,1982
1849,Price Index for Legal Publications,"Scott, Bettie H.",Issue 1,article,,1982
1850,President's Page,"Jacobs, Roger F.",Issue 2,notes,Note,1982
1851,A Short Look at Twenty-Five Years of the Law Library Journal,"Dyer, Charles R.",Issue 2,article,75th Anniversary Symposium,1982
1852,Tradition and Change in Law Library Goals,"Cohen, Morris L.",Issue 2,article,75th Anniversary Symposium,1982
1853,An Examination of the Dynamics of Change in Information Technology as Viewed from Law Libraries and Information Centers,"Badertscher, David G.",Issue 2,article,75th Anniversary Symposium,1982
1854,An Analysis of Academic Law Library Growth Since 1907,"Mersky, Roy M.",Issue 2,article,75th Anniversary Symposium,1982
1855,An Analysis of Academic Law Library Growth Since 1907,"Jacobstein, J. Myron",Issue 2,article,75th Anniversary Symposium,1982
1856,An Analysis of Academic Law Library Growth Since 1907,"Berkey, Irene",Issue 2,article,75th Anniversary Symposium,1982
1857,The Law Librarian's Obligation to Publish,"Dunn, Donald J.",Issue 2,article,75th Anniversary Symposium,1982
1858,"Research, Writing, and Advocacy in the Law School Curriculum","Morse, Anita L.",Issue 2,article,75th Anniversary Symposium,1982
1859,I Remember Them Well,"Gallagher, Marian",Issue 2,article,75th Anniversary Symposium,1982
1860,I Remember Them Well,"Marke, Julius",Issue 2,article,75th Anniversary Symposium,1982
1861,I Remember Them Well,"Charpentier, Arthur A.",Issue 2,article,75th Anniversary Symposium,1982
1862,Legal Humor Dissected,"Bander, Edward J.",Issue 2,article,75th Anniversary Symposium,1982
1863,The Move of the University of Michigan Law Library,"Leary, Margaret A.",Issue 2,article,,1982
1864,Clouds of Codes: The New International Economic Order through Codes of Conduct: A Survey,"Reynolds, Thomas H.",Issue 3,comments,Comments,1982
1865,Researching Oral History Materials: The Case of Earl Warren,"White, G. Edward",Issue 3,article,,1982
1866,The Bar Examination: Utilization of Bar Questions and Model Answers in Legal Education,"Swan, George S.",Issue 3,article,,1982
1867,Cataloging and Classification Practices in Law Libraries: Update,"Piper, Patricia L.",Issue 3,article,,1982
1868,Cataloging and Classification Practices in Law Libraries: Update,"Kwan, Cecilia Hing Ling",Issue 3,article,,1982
1869,"Canon Law: History, Sources, and a Proposed Classification Scheme","Gorecki, Danuta M.",Issue 3,article,,1982
1870,"Canon Law: History, Sources, and a Proposed Classification Scheme","Wajenberg, Arnold",Issue 3,article,,1982
1871,OCLC's Serials Control Subsystem: Its Suitability to Legal Serials and Continuations,"Leonard, James",Issue 3,article,,1982
1872,Legal Looseleaf Services: A Computer-Based Approach,"Goldblatt, Margaret A.",Issue 3,article,,1982
1873,Price Index for Legal Publications 1981/82,"Scott, Bettie H.",Issue 3,article,,1982
1874,"Report to the Copyright Office by the American Association of Law Libraries July 30, 1982","Heller, James S.",Issue 3,comments,Comments,1982
1875,Law Library Staff Meetings: Necessary Evil or Effective Group Process,"Schauck, Peter C.",Issue 4,article,,1982
1876,Hungarian Legal Institutions and Their Publications: A Legal Bibliography with Translations and Annotations,"Csaky, Susan D.",Issue 4,comments,Comments,1982
1877,A Seventeenth Century Roman Law Bibliography: Jacques Godefroy and His Bibliotheca Juris Civilis Romani,"Hoeflich, M. H.",Issue 4,comments,Comments,1982
1878,"Assisting Prisoners: Reference Guidelines at Kratter Law Library, University of San Diego","St. Sauver-Reinecke, Barbara",Issue 4,article,,1982
1879,Growth Analysis of the Major Supplemented Law Books in a County Law Library,"Chrisant, Rosemarie",Issue 4,article,,1982
1880,1981 Statistical Survey of Law School Libraries and Librarians,"Thomas, David A.",Issue 4,comments,Comments,1982
1881,Index to 1982 Convention Abstracts and Program Proceedings,"Leary, Margaret A.",Issue 4,comments,Index,1982
1882,"Far Beyond the Law Reports: Secondary Source Citations in United States Supreme Court Opinions October Terms 1900, 1940, and 1978","Daniels, Wes",Issue 1,article,,1983
1883,On Bacon's Rules and Maximes of the Common Law,"Hogan, John C.",Issue 1,article,,1983
1884,On Bacon's Rules and Maximes of the Common Law,"Schwartz, Mortimer D.",Issue 1,article,,1983
1885,The Invention of Modern Empiricism: Juridical Foundations of Francis Bacon's Philosophy of Science,"Wheeler, Harvey",Issue 1,article,,1983
1886,An Acceleration System for Routing Materials in Law Firm Libraries,"Endres, Heidi",Issue 1,article,,1983
1887,The Making of a Cataloging Manual at Southern Illinois University,"Matthews, Elizabeth W.",Issue 1,article,,1983
1888,Price Index for Legal Publications 1982/83,"Scott, Bettie H.",Issue 1,article,,1983
1889,Reference Theory and the Future of Legal Reference Service,"Danner, Richard A.",Issue 2,article,,1983
1890,Automated Legislative Information Systems: A New Tool for Legal Research,"Kauffman, S. Blair",Issue 2,article,,1983
1891,"The Periodical Section of the Uniform System of Citation, Thirteenth Edition: A Review and Some Suggestions","Teitelbaum, Gene W.",Issue 2,article,,1983
1892,Microforms: Beyond the Basics Introduction to a Symposium,"Carter, Nancy Carol",Issue 2,comments,Microform Symposium,1983
1893,Microforms: Beyond the Basics Introduction to a Symposium,"Huff, Susan E.",Issue 2,comments,Microform Symposium,1983
1894,Microform Holdings and American Bar Association Accreditation Standards,"Benemann, William E.",Issue 2,article,Microform Symposium,1983
1895,Microforms: Still a Future in Law Libraries,"Carter, Nancy Carol",Issue 2,article,Microform Symposium,1983
1896,Microforms: Still a Future in Law Libraries,"Dupont, Jerry",Issue 2,article,Microform Symposium,1983
1897,Volume Equivalents of Microforms--A Question`,"Belgum, Kathie",Issue 2,article,Microform Symposium,1983
1898,Annotated Bibliography of Micrographic Sources for the Law Librarian,"Hurtado, Lovisa",Issue 2,article,Microform Symposium,1983
1899,Cataloging Microforms Using RLIN,"Hillmann, Diane I.",Issue 2,article,Microform Symposium,1983
1900,Cataloging Microreproductions on OCLC: One Cataloger's Experience,"deVergie, Adrienne",Issue 2,article,Microform Symposium,1983
1901,Microform Management: A Practical Note,"Ochal, Bethany J.",Issue 2,article,Microform Symposium,1983
1902,University of Michigan Law Library Microfom Policy,"Leary, Margaret A.",Issue 2,article,Microform Symposium,1983
1903,Microfiche Conversion Program at Johnson & Swanson or What to Do When the Compactor Won't Work Anymore  ,"Pennington, Catherine A.",Issue 2,article,Microform Symposium,1983
1904,Microfiche Conversion Program at Johnson & Swanson or What to Do When the Compactor Won't Work Anymore  ,"Taylor-Glaze, Maureen A. S.",Issue 2,article,Microform Symposium,1983
1905,MAUL: An OCLC Union List of Legal Periodicals,"Nicely, Marilyn K.",Issue 2,article,,1983
1906,MAUL: An OCLC Union List of Legal Periodicals,"Stoppel, Kaye",Issue 2,article,,1983
1907,MAUL: An OCLC Union List of Legal Periodicals,"Amelung, Richard",Issue 2,article,,1983
1908,A Staff Exchange Program: Mid-America's Experience,"Edwards, John D.",Issue 2,article,,1983
1909,AALL Institute on International Law and Business--Foreword,"Germain, Claire M.",Issue 3,comments,International Law Symposium,1983
1910,AALL Institute on International Law and Business--Foreword,"Grossman, George S.",Issue 3,comments,International Law Symposium,1983
1911,Reference Sources in International Law,"Bernal, Marie-Louise H.",Issue 3,article,International Law Symposium,1983
1912,Domestic Sources of International Law,"Weisbaum, Earl",Issue 3,article,International Law Symposium,1983
1913,United States Treaties and International Agreements: Sources of Publication and Legislative History Documents,"Kavass, Igor I.",Issue 3,article,International Law Symposium,1983
1914,Fundamentals of Foreign Treaty Research,"Sprudzs, Adolf",Issue 3,article,International Law Symposium,1983
1915,Foreign and International Law Research Centers in West Germany: The Max Planck Institutes,"Goedan, Juergen Christoph",Issue 3,article,International Law Symposium,1983
1916,International Organizations Documentation and International Law Collections,"Schaaf, Robert W.",Issue 3,article,International Law Symposium,1983
1917,Application of International Human Rights Standards by United States Courts,"Paust, Jordan J.",Issue 3,article,International Law Symposium,1983
1918,International Business Transactions: A Guide to Research Sources,"Kavass, Igor I.",Issue 3,article,International Law Symposium,1983
1919,The Civilising (and Civilianizing) Functions of International Law Librarians,"Baade, Hans W.",Issue 3,article,International Law Symposium,1983
1920,"Publication of the Orders of Federal Administrative Law Judges: A Problem for Law Librarianship, Political Science Research, and Democracy","Wheat, Edward M.",Issue 3,article,,1983
